State,District,Caste_Category,Religion,Literacy_Rate,Avg_Income_INR,Gender_Ratio,Occupation,Population
Uttar Pradesh,Varanasi,OBC,Hindu,81.12,59057,1.02,Agriculture,8014
Uttar Pradesh,Lucknow,General,Hindu,54.49,67577,1.11,Service,12775
Tamil Nadu,Coimbatore,General,Hindu,70.19,64843,0.89,Agriculture,2735
Bihar,Patna,OBC,Hindu,51.34,23595,1.12,Daily Wage,10476
Uttar Pradesh,Lucknow,ST,Hindu,45.09,34992,0.95,Agriculture,2606
Uttar Pradesh,Kanpur,ST,Hindu,54.87,28347,0.96,Service,4457
Maharashtra,Pune,ST,Hindu,54.38,13669,0.97,Unemployed,13911
Tamil Nadu,Chennai,OBC,Hindu,80.73,48043,0.87,Agriculture,5829
Tamil Nadu,Chennai,OBC,Hindu,57.49,30737,1.11,Daily Wage,6785
Bihar,Bhagalpur,General,Christian,76.46,55559,1.04,Unemployed,12108
Bihar,Patna,ST,Hindu,64.21,36809,1.02,Service,13481
Maharashtra,Mumbai,OBC,Hindu,64.54,13783,1.02,Daily Wage,12659
Tamil Nadu,Coimbatore,SC,Hindu,72.38,18226,1.03,Service,4279
Bihar,Bhagalpur,SC,Muslim,76.81,34966,0.87,Service,9327
Maharashtra,Pune,OBC,Hindu,71.23,26741,0.89,Unemployed,4757
Uttar Pradesh,Kanpur,General,Hindu,74.33,20944,0.81,Unemployed,9624
Uttar Pradesh,Lucknow,OBC,Hindu,70.19,34665,0.98,Agriculture,12977
Maharashtra,Pune,OBC,Hindu,88.75,36567,1.01,Business,11201
Maharashtra,Pune,OBC,Hindu,60.24,46519,0.9,Unemployed,7641
Maharashtra,Mumbai,SC,Christian,60.71,33367,1.05,Business,12585
Maharashtra,Pune,OBC,Hindu,56.9,10000,0.93,Agriculture,4517
Uttar Pradesh,Kanpur,ST,Hindu,64.69,37284,1.07,Agriculture,6232
Rajasthan,Jaipur,OBC,Muslim,74.37,26542,0.72,Service,1744
Tamil Nadu,Chennai,OBC,Muslim,67.63,50419,0.91,Daily Wage,3803
Tamil Nadu,Madurai,OBC,Sikh,70.28,41320,0.85,Daily Wage,673
Uttar Pradesh,Kanpur,SC,Hindu,66.23,59556,0.93,Agriculture,4693
Maharashtra,Nagpur,SC,Muslim,48.71,34000,0.73,Unemployed,10843
Uttar Pradesh,Lucknow,OBC,Hindu,73.37,41784,1.12,Business,3845
Bihar,Bhagalpur,General,Muslim,68.06,51127,0.86,Unemployed,4133
Uttar Pradesh,Varanasi,OBC,Hindu,66.44,12122,0.93,Business,7280
Rajasthan,Udaipur,General,Muslim,66.95,49487,0.89,Daily Wage,13094
Uttar Pradesh,Lucknow,OBC,Hindu,70.83,29999,0.92,Service,6245
Tamil Nadu,Chennai,SC,Hindu,60.8,35607,1.03,Unemployed,8928
Uttar Pradesh,Kanpur,General,Muslim,68.79,39751,0.93,Agriculture,10362
Maharashtra,Mumbai,SC,Sikh,52.85,29601,1.15,Unemployed,3904
Uttar Pradesh,Lucknow,SC,Hindu,50.87,30820,0.91,Service,6452
Uttar Pradesh,Kanpur,OBC,Christian,67.53,30031,0.98,Daily Wage,10366
Maharashtra,Mumbai,OBC,Hindu,52.9,50557,1.01,Service,7254
Tamil Nadu,Chennai,SC,Hindu,47.57,10000,0.85,Agriculture,10774
Uttar Pradesh,Kanpur,OBC,Hindu,67.57,73704,1.0,Service,3022
Maharashtra,Mumbai,ST,Muslim,41.92,24655,0.94,Business,6839
Tamil Nadu,Chennai,OBC,Hindu,72.54,15278,0.94,Agriculture,11166
Bihar,Bhagalpur,General,Hindu,62.82,28443,0.98,Service,14092
Rajasthan,Jaipur,OBC,Hindu,77.74,47615,1.01,Service,3893
Tamil Nadu,Madurai,SC,Hindu,55.03,45718,0.98,Daily Wage,5495
Bihar,Gaya,SC,Hindu,61.34,25824,0.9,Service,9241
Tamil Nadu,Coimbatore,ST,Hindu,60.74,71598,0.98,Business,8617
Uttar Pradesh,Varanasi,OBC,Hindu,63.89,22514,0.9,Service,7864
Maharashtra,Pune,OBC,Muslim,91.77,29011,1.04,Daily Wage,4334
Maharashtra,Pune,OBC,Hindu,66.24,38917,1.03,Daily Wage,6419
Maharashtra,Nagpur,OBC,Christian,64.28,25383,1.12,Daily Wage,12615
Bihar,Gaya,General,Hindu,79.85,56860,1.03,Daily Wage,2384
Tamil Nadu,Chennai,ST,Hindu,64.6,65266,0.95,Agriculture,13156
Tamil Nadu,Coimbatore,SC,Hindu,65.77,13236,0.87,Business,8025
Tamil Nadu,Madurai,OBC,Muslim,57.99,54110,0.7,Daily Wage,4658
Tamil Nadu,Coimbatore,SC,Muslim,55.98,10000,0.87,Unemployed,3306
Maharashtra,Nagpur,SC,Hindu,55.09,55773,0.99,Unemployed,2100
Rajasthan,Ajmer,OBC,Muslim,61.67,50989,0.95,Unemployed,11714
Tamil Nadu,Coimbatore,OBC,Hindu,70.38,16959,0.85,Business,10383
Bihar,Patna,OBC,Muslim,61.75,35696,0.96,Daily Wage,5465
Bihar,Gaya,General,Hindu,85.44,50775,0.7,Business,12112
Rajasthan,Jaipur,OBC,Sikh,72.63,13249,0.85,Daily Wage,6287
Rajasthan,Jaipur,OBC,Hindu,61.88,25049,0.81,Unemployed,9097
Uttar Pradesh,Varanasi,OBC,Muslim,72.03,13837,0.99,Daily Wage,9562
Maharashtra,Mumbai,ST,Muslim,82.37,15059,0.92,Agriculture,14618
Tamil Nadu,Chennai,SC,Hindu,34.77,30485,1.01,Agriculture,10290
Rajasthan,Ajmer,OBC,Christian,77.21,36160,1.04,Daily Wage,13125
Tamil Nadu,Chennai,General,Hindu,95.46,70684,0.9,Unemployed,8099
Uttar Pradesh,Lucknow,General,Hindu,55.49,38907,0.86,Business,13409
Maharashtra,Mumbai,General,Christian,74.51,27282,0.94,Daily Wage,14431
Bihar,Patna,OBC,Hindu,78.38,33489,0.86,Business,3121
Bihar,Gaya,OBC,Hindu,81.75,10000,0.92,Agriculture,863
Rajasthan,Udaipur,SC,Hindu,59.58,35238,0.97,Business,9360
Tamil Nadu,Coimbatore,General,Hindu,76.1,44468,0.91,Agriculture,11684
Uttar Pradesh,Lucknow,General,Hindu,65.92,35827,1.03,Service,2253
Tamil Nadu,Madurai,OBC,Hindu,63.53,47701,0.95,Business,3478
Tamil Nadu,Chennai,SC,Hindu,54.79,44276,0.88,Unemployed,9263
Rajasthan,Jaipur,ST,Hindu,66.38,38190,0.89,Service,11613
Tamil Nadu,Madurai,OBC,Hindu,75.29,43198,1.07,Daily Wage,12898
Bihar,Bhagalpur,OBC,Hindu,79.66,42369,0.84,Daily Wage,12663
Maharashtra,Mumbai,OBC,Christian,94.49,13945,1.04,Unemployed,11857
Tamil Nadu,Coimbatore,OBC,Hindu,74.31,17387,0.94,Agriculture,2248
Bihar,Gaya,ST,Hindu,59.21,54583,0.88,Daily Wage,13839
Uttar Pradesh,Lucknow,SC,Hindu,57.38,10000,1.12,Business,10654
Rajasthan,Udaipur,OBC,Muslim,59.3,39903,0.94,Business,9364
Rajasthan,Udaipur,OBC,Hindu,69.02,47147,1.12,Business,1911
Bihar,Patna,OBC,Hindu,72.51,44826,0.98,Service,3119
Uttar Pradesh,Varanasi,General,Hindu,80.18,38056,1.06,Daily Wage,12445
Tamil Nadu,Coimbatore,General,Muslim,81.1,61238,0.88,Agriculture,8826
Uttar Pradesh,Varanasi,ST,Hindu,58.32,38592,0.81,Agriculture,762
Uttar Pradesh,Lucknow,SC,Muslim,75.95,34815,0.98,Service,13199
Tamil Nadu,Madurai,SC,Hindu,54.23,15096,0.89,Business,2621
Maharashtra,Nagpur,OBC,Hindu,72.19,45101,0.97,Agriculture,6450
Rajasthan,Ajmer,SC,Muslim,63.47,29944,1.0,Business,8820
Tamil Nadu,Coimbatore,OBC,Hindu,84.83,45571,1.03,Agriculture,10092
Uttar Pradesh,Kanpur,SC,Hindu,62.94,12452,0.85,Daily Wage,5414
Rajasthan,Jaipur,OBC,Hindu,74.55,34835,0.99,Agriculture,5330
Maharashtra,Mumbai,OBC,Muslim,86.76,45890,1.08,Agriculture,14119
Maharashtra,Pune,OBC,Christian,70.95,22891,0.94,Unemployed,4667
Rajasthan,Jaipur,General,Hindu,61.95,68374,1.03,Daily Wage,1853
Uttar Pradesh,Lucknow,OBC,Hindu,75.21,53539,0.75,Service,560
Tamil Nadu,Coimbatore,General,Hindu,75.88,25340,0.95,Unemployed,9492
Tamil Nadu,Madurai,SC,Hindu,56.88,44926,0.97,Daily Wage,13508
Rajasthan,Udaipur,SC,Hindu,73.45,25971,1.02,Agriculture,6964
Rajasthan,Jaipur,SC,Hindu,61.62,10470,0.86,Agriculture,7327
Tamil Nadu,Madurai,SC,Hindu,58.5,51684,1.0,Agriculture,12421
Tamil Nadu,Chennai,General,Muslim,58.32,42895,1.15,Unemployed,14864
Tamil Nadu,Coimbatore,General,Hindu,71.11,40090,1.0,Daily Wage,11661
Bihar,Patna,OBC,Hindu,77.63,28157,1.0,Service,3274
Maharashtra,Nagpur,OBC,Muslim,66.71,45789,0.97,Business,2467
Maharashtra,Pune,SC,Hindu,64.82,23612,0.87,Business,14287
Rajasthan,Jaipur,ST,Hindu,69.45,33809,0.98,Service,14317
Rajasthan,Ajmer,OBC,Muslim,66.94,48480,0.89,Service,2237
Maharashtra,Pune,OBC,Hindu,68.64,46789,1.07,Unemployed,2159
Rajasthan,Jaipur,General,Hindu,64.76,74395,0.98,Unemployed,6174
Tamil Nadu,Chennai,SC,Hindu,49.57,40535,0.91,Unemployed,3732
Rajasthan,Jaipur,OBC,Hindu,74.34,34357,0.96,Agriculture,10609
Tamil Nadu,Coimbatore,General,Hindu,60.88,59850,0.83,Daily Wage,7718
Uttar Pradesh,Kanpur,OBC,Muslim,58.91,40510,1.11,Service,7578
Rajasthan,Udaipur,General,Muslim,66.47,55514,1.06,Unemployed,2013
Rajasthan,Jaipur,OBC,Hindu,78.15,30331,0.84,Agriculture,1743
Uttar Pradesh,Kanpur,OBC,Hindu,47.92,31057,1.07,Business,2380
Rajasthan,Ajmer,OBC,Hindu,58.76,45503,0.85,Unemployed,9125
Bihar,Patna,OBC,Muslim,71.06,45616,0.88,Service,11280
Tamil Nadu,Coimbatore,SC,Muslim,61.7,28773,1.02,Daily Wage,1301
Bihar,Bhagalpur,General,Hindu,72.35,45847,1.11,Service,7866
Tamil Nadu,Coimbatore,SC,Muslim,66.62,24644,0.94,Agriculture,11260
Rajasthan,Udaipur,OBC,Hindu,69.24,36204,1.2,Unemployed,2053
Bihar,Bhagalpur,OBC,Hindu,73.71,10000,0.9,Unemployed,14696
Maharashtra,Mumbai,OBC,Hindu,50.68,30053,0.75,Business,1099
Bihar,Gaya,General,Hindu,61.28,22189,0.99,Service,8963
Tamil Nadu,Coimbatore,General,Christian,70.01,49544,0.94,Service,7041
Tamil Nadu,Chennai,SC,Hindu,46.06,42702,1.14,Daily Wage,5149
Rajasthan,Jaipur,General,Muslim,74.09,38611,0.81,Service,9369
Uttar Pradesh,Kanpur,SC,Muslim,50.92,41795,1.06,Daily Wage,13791
Maharashtra,Nagpur,SC,Muslim,62.61,46998,1.02,Business,5206
Maharashtra,Pune,OBC,Hindu,75.07,25122,0.97,Agriculture,4731
Maharashtra,Nagpur,General,Hindu,61.52,45261,0.98,Agriculture,7996
Rajasthan,Ajmer,ST,Hindu,76.79,15354,1.0,Service,12638
Bihar,Patna,General,Hindu,84.81,56382,1.03,Unemployed,4169
Tamil Nadu,Madurai,General,Muslim,75.88,64475,0.84,Service,3815
Tamil Nadu,Madurai,General,Hindu,56.14,44904,0.73,Service,12846
Rajasthan,Jaipur,ST,Muslim,72.31,53310,0.91,Service,4186
Uttar Pradesh,Kanpur,General,Hindu,66.29,43914,0.96,Agriculture,8635
Tamil Nadu,Coimbatore,General,Hindu,71.27,53373,0.93,Unemployed,8480
Maharashtra,Pune,SC,Muslim,69.43,41689,0.89,Business,1554
Uttar Pradesh,Kanpur,OBC,Hindu,83.35,14626,0.94,Unemployed,5115
Maharashtra,Mumbai,SC,Hindu,69.67,24153,0.98,Agriculture,12539
Tamil Nadu,Coimbatore,OBC,Hindu,75.43,22092,0.94,Agriculture,1989
Bihar,Bhagalpur,SC,Hindu,58.43,26723,1.18,Agriculture,6922
Uttar Pradesh,Kanpur,OBC,Hindu,62.37,50073,0.91,Business,13735
Rajasthan,Jaipur,OBC,Hindu,59.13,36542,1.01,Daily Wage,14308
Uttar Pradesh,Varanasi,General,Hindu,79.21,68433,1.2,Agriculture,14997
Rajasthan,Udaipur,OBC,Hindu,72.51,25053,1.0,Agriculture,621
Maharashtra,Mumbai,SC,Hindu,57.34,48889,0.82,Agriculture,1776
Tamil Nadu,Madurai,SC,Muslim,83.68,47840,0.78,Daily Wage,7589
Bihar,Patna,OBC,Hindu,62.91,47241,1.07,Agriculture,8494
Bihar,Bhagalpur,ST,Hindu,47.28,45695,0.76,Daily Wage,1175
Maharashtra,Pune,OBC,Hindu,69.11,51680,0.89,Service,12999
Bihar,Patna,SC,Muslim,44.93,37193,0.89,Business,10806
Bihar,Gaya,OBC,Hindu,76.3,21720,0.87,Business,1149
Tamil Nadu,Coimbatore,SC,Hindu,39.79,37549,0.93,Unemployed,11087
Maharashtra,Nagpur,General,Hindu,58.12,47906,1.05,Agriculture,10006
Rajasthan,Udaipur,OBC,Muslim,67.84,39022,0.98,Daily Wage,2257
Uttar Pradesh,Kanpur,General,Hindu,57.96,75848,0.9,Agriculture,10377
Maharashtra,Nagpur,OBC,Sikh,76.56,46538,0.94,Unemployed,8263
Tamil Nadu,Coimbatore,SC,Hindu,66.07,38687,0.81,Service,12578
Maharashtra,Pune,SC,Hindu,56.68,25811,0.9,Unemployed,1241
Tamil Nadu,Madurai,ST,Muslim,46.96,51896,1.11,Business,7480
Rajasthan,Jaipur,SC,Hindu,69.78,54057,0.92,Service,5316
Uttar Pradesh,Lucknow,ST,Hindu,53.64,23321,1.01,Daily Wage,12267
Uttar Pradesh,Kanpur,General,Hindu,72.27,43841,1.08,Daily Wage,1726
Bihar,Gaya,ST,Hindu,64.05,22420,0.88,Unemployed,1135
Maharashtra,Pune,OBC,Hindu,76.82,50625,1.01,Service,1765
Tamil Nadu,Madurai,OBC,Hindu,88.97,59525,0.99,Business,14419
Maharashtra,Nagpur,OBC,Hindu,61.61,15350,0.91,Business,6977
Tamil Nadu,Madurai,General,Hindu,77.53,72399,0.99,Unemployed,12292
Rajasthan,Jaipur,SC,Hindu,71.69,31320,1.01,Business,3980
Uttar Pradesh,Kanpur,General,Hindu,78.23,15306,0.91,Agriculture,2230
Tamil Nadu,Madurai,General,Hindu,79.5,49117,0.83,Daily Wage,6963
Uttar Pradesh,Kanpur,SC,Hindu,35.7,29513,0.94,Daily Wage,5234
Bihar,Gaya,General,Hindu,61.16,47146,1.0,Agriculture,4608
Rajasthan,Jaipur,OBC,Hindu,76.71,10000,0.82,Unemployed,13966
Uttar Pradesh,Varanasi,OBC,Hindu,66.95,43582,1.0,Business,11147
Bihar,Gaya,General,Hindu,74.72,39248,0.92,Unemployed,13805
Uttar Pradesh,Kanpur,OBC,Muslim,62.72,46522,0.86,Agriculture,5217
Uttar Pradesh,Lucknow,General,Hindu,78.5,48117,0.95,Daily Wage,2792
Rajasthan,Udaipur,General,Christian,63.43,24666,0.89,Agriculture,5010
Uttar Pradesh,Lucknow,OBC,Sikh,66.7,10000,0.93,Daily Wage,14682
Rajasthan,Jaipur,SC,Hindu,69.24,43508,0.9,Business,5205
Bihar,Gaya,ST,Muslim,60.47,26657,0.96,Agriculture,14608
Maharashtra,Pune,OBC,Hindu,85.4,49527,1.0,Agriculture,4738
Tamil Nadu,Chennai,SC,Hindu,55.07,46249,0.78,Unemployed,14855
Maharashtra,Nagpur,General,Muslim,67.48,53755,1.02,Business,6546
Maharashtra,Pune,OBC,Hindu,76.7,39422,0.93,Unemployed,14863
Bihar,Bhagalpur,OBC,Hindu,75.38,20707,0.87,Agriculture,10495
Maharashtra,Mumbai,SC,Hindu,60.62,37597,0.77,Daily Wage,11545
Rajasthan,Ajmer,SC,Hindu,64.55,46590,0.94,Daily Wage,3751
Bihar,Gaya,General,Hindu,93.74,34755,0.91,Service,10789
Uttar Pradesh,Lucknow,OBC,Sikh,66.05,33857,0.92,Daily Wage,6196
Uttar Pradesh,Kanpur,ST,Hindu,45.93,26801,0.94,Daily Wage,14194
Tamil Nadu,Chennai,OBC,Muslim,82.29,68033,1.08,Unemployed,11467
Rajasthan,Udaipur,OBC,Hindu,62.25,24562,0.93,Daily Wage,8409
Tamil Nadu,Chennai,General,Muslim,87.85,42518,0.82,Agriculture,12817
Rajasthan,Jaipur,OBC,Hindu,64.99,46355,1.02,Daily Wage,2454
Uttar Pradesh,Lucknow,ST,Hindu,58.0,45251,0.72,Agriculture,9169
Uttar Pradesh,Varanasi,OBC,Muslim,71.04,47910,0.87,Unemployed,1844
Bihar,Bhagalpur,OBC,Hindu,61.64,10000,1.11,Unemployed,7678
Tamil Nadu,Coimbatore,General,Muslim,62.8,48615,1.01,Service,4300
Tamil Nadu,Chennai,General,Muslim,85.12,42691,0.9,Daily Wage,993
Tamil Nadu,Coimbatore,General,Hindu,71.73,64261,0.93,Daily Wage,2676
Uttar Pradesh,Lucknow,OBC,Hindu,60.45,11888,0.83,Daily Wage,12975
Bihar,Patna,OBC,Hindu,78.64,30190,0.89,Agriculture,6040
Rajasthan,Ajmer,OBC,Christian,62.84,36275,0.93,Unemployed,13573
Rajasthan,Ajmer,OBC,Hindu,67.27,55239,1.1,Daily Wage,5512
Uttar Pradesh,Lucknow,ST,Sikh,43.9,39913,0.87,Business,14432
Tamil Nadu,Madurai,OBC,Hindu,67.52,39639,0.93,Agriculture,1155
Uttar Pradesh,Kanpur,General,Hindu,72.3,55094,0.98,Business,3359
Rajasthan,Ajmer,SC,Muslim,53.53,25562,0.81,Agriculture,11585
Tamil Nadu,Coimbatore,General,Muslim,61.46,74431,0.87,Unemployed,7019
Maharashtra,Pune,SC,Hindu,48.07,39798,0.94,Service,10325
Maharashtra,Pune,OBC,Hindu,68.04,56135,1.0,Agriculture,3396
Bihar,Patna,General,Hindu,64.7,38632,0.9,Daily Wage,5932
Maharashtra,Pune,SC,Hindu,68.75,30377,0.77,Daily Wage,1880
Tamil Nadu,Chennai,ST,Muslim,59.52,11944,1.17,Agriculture,2816
Maharashtra,Mumbai,General,Hindu,60.34,42572,0.98,Business,6401
Rajasthan,Ajmer,ST,Hindu,57.11,30649,0.99,Service,7584
Rajasthan,Udaipur,General,Muslim,85.26,56512,1.1,Agriculture,9716
Maharashtra,Nagpur,ST,Hindu,49.53,39760,0.97,Agriculture,13183
Tamil Nadu,Madurai,General,Muslim,73.51,65643,0.93,Agriculture,13748
Rajasthan,Ajmer,General,Christian,65.94,53009,0.77,Agriculture,14222
Tamil Nadu,Coimbatore,OBC,Muslim,67.63,32987,0.86,Daily Wage,672
Tamil Nadu,Coimbatore,ST,Hindu,70.57,19066,0.94,Daily Wage,4726
Tamil Nadu,Chennai,General,Hindu,72.93,65301,0.95,Service,11852
Uttar Pradesh,Varanasi,ST,Christian,69.36,45508,0.96,Daily Wage,1569
Bihar,Gaya,General,Hindu,59.1,23481,0.96,Agriculture,7988
Tamil Nadu,Chennai,OBC,Hindu,64.57,48788,1.02,Unemployed,14395
Uttar Pradesh,Varanasi,SC,Hindu,58.15,17634,1.0,Unemployed,13528
Maharashtra,Pune,OBC,Hindu,59.82,23623,0.85,Business,7533
Maharashtra,Pune,SC,Hindu,58.61,52552,0.95,Unemployed,11457
Rajasthan,Udaipur,SC,Christian,55.57,12115,1.01,Unemployed,14721
Uttar Pradesh,Kanpur,General,Muslim,62.2,46762,0.91,Unemployed,880
Uttar Pradesh,Lucknow,OBC,Muslim,78.38,32641,0.94,Service,5499
Bihar,Gaya,SC,Muslim,64.86,66604,1.04,Unemployed,10618
Rajasthan,Udaipur,General,Hindu,69.11,45047,0.9,Daily Wage,7837
Bihar,Patna,SC,Muslim,50.5,26708,0.87,Daily Wage,4510
Rajasthan,Jaipur,General,Hindu,76.53,28932,1.08,Daily Wage,7350
Rajasthan,Jaipur,General,Hindu,77.52,45307,0.95,Unemployed,3004
Uttar Pradesh,Varanasi,OBC,Hindu,64.43,39051,1.06,Service,10111
Maharashtra,Mumbai,OBC,Hindu,62.97,11999,1.02,Service,5330
Tamil Nadu,Madurai,ST,Hindu,63.24,18197,0.88,Service,2347
Maharashtra,Nagpur,SC,Hindu,51.41,24132,0.92,Unemployed,3956
Bihar,Patna,SC,Hindu,57.33,25238,0.87,Unemployed,12583
Tamil Nadu,Madurai,OBC,Hindu,67.71,37515,0.92,Business,4776
Uttar Pradesh,Kanpur,OBC,Hindu,81.59,42621,0.79,Service,3576
Uttar Pradesh,Varanasi,OBC,Hindu,75.24,44083,0.91,Business,4428
Bihar,Gaya,OBC,Hindu,55.05,35121,0.95,Business,11272
Bihar,Gaya,OBC,Muslim,58.78,13231,0.94,Unemployed,10035
Tamil Nadu,Coimbatore,SC,Hindu,57.67,28741,0.94,Daily Wage,6180
Tamil Nadu,Madurai,OBC,Hindu,58.97,28477,1.0,Business,10860
Maharashtra,Nagpur,OBC,Muslim,66.5,10000,0.9,Agriculture,13118
Rajasthan,Jaipur,OBC,Hindu,59.3,39007,0.98,Service,6803
Tamil Nadu,Chennai,OBC,Muslim,53.41,46385,0.84,Business,2278
Uttar Pradesh,Kanpur,General,Christian,85.59,44268,0.83,Service,970
Bihar,Bhagalpur,SC,Hindu,48.58,40221,0.91,Agriculture,9146
Bihar,Gaya,General,Hindu,69.03,69191,0.88,Business,1718
Uttar Pradesh,Kanpur,General,Hindu,70.6,66297,0.98,Business,9152
Tamil Nadu,Chennai,OBC,Muslim,53.93,42580,0.83,Unemployed,10181
Uttar Pradesh,Kanpur,OBC,Muslim,84.07,22656,1.2,Unemployed,11358
Rajasthan,Udaipur,SC,Hindu,74.67,23050,0.95,Business,7446
Maharashtra,Pune,OBC,Hindu,77.54,46754,0.99,Agriculture,14250
Uttar Pradesh,Kanpur,General,Christian,82.52,43155,0.91,Business,3295
Tamil Nadu,Coimbatore,OBC,Christian,66.53,47875,0.99,Daily Wage,11032
Tamil Nadu,Madurai,OBC,Christian,72.91,46928,0.74,Unemployed,13539
Maharashtra,Nagpur,OBC,Hindu,73.1,38278,1.12,Service,4034
Bihar,Patna,OBC,Sikh,54.71,58357,0.96,Business,1732
Rajasthan,Ajmer,General,Muslim,74.89,70138,1.01,Daily Wage,4004
Tamil Nadu,Chennai,General,Hindu,74.0,48634,0.9,Business,7953
Rajasthan,Ajmer,OBC,Hindu,69.72,24267,0.95,Agriculture,12138
Rajasthan,Udaipur,SC,Hindu,36.64,41435,0.94,Unemployed,4196
Uttar Pradesh,Lucknow,OBC,Hindu,66.64,38296,0.81,Service,4875
Bihar,Patna,OBC,Christian,89.29,33458,0.94,Service,12007
Rajasthan,Ajmer,OBC,Muslim,60.35,35359,1.09,Business,8623
Maharashtra,Pune,SC,Hindu,70.36,47816,1.0,Agriculture,4756
Maharashtra,Pune,SC,Christian,56.41,13247,0.93,Agriculture,1956
Maharashtra,Nagpur,SC,Muslim,57.64,50731,0.98,Service,6083
Tamil Nadu,Chennai,General,Muslim,86.12,62962,0.9,Service,11534
Maharashtra,Mumbai,General,Muslim,52.05,65783,1.09,Unemployed,9462
Rajasthan,Jaipur,General,Muslim,56.34,67638,0.99,Unemployed,9152
Maharashtra,Mumbai,OBC,Hindu,71.61,59221,1.08,Unemployed,8678
Rajasthan,Ajmer,OBC,Muslim,76.51,42098,1.01,Unemployed,2355
Rajasthan,Jaipur,OBC,Hindu,66.0,34173,0.86,Daily Wage,4738
Uttar Pradesh,Varanasi,ST,Hindu,56.67,29500,0.89,Business,7807
Bihar,Gaya,General,Hindu,71.37,40140,1.0,Agriculture,1018
Bihar,Patna,SC,Hindu,43.78,33299,0.96,Unemployed,13904
Bihar,Bhagalpur,OBC,Muslim,66.89,32414,0.79,Agriculture,8339
Rajasthan,Jaipur,OBC,Hindu,73.56,44714,1.0,Agriculture,9831
Rajasthan,Ajmer,General,Hindu,80.39,48022,1.0,Daily Wage,784
Maharashtra,Pune,General,Hindu,71.56,55313,0.79,Daily Wage,9365
Maharashtra,Mumbai,OBC,Hindu,61.06,58803,0.7,Business,2546
Rajasthan,Jaipur,OBC,Hindu,68.6,52584,0.94,Daily Wage,12983
Maharashtra,Pune,General,Hindu,65.95,46941,0.91,Business,6179
Bihar,Bhagalpur,OBC,Hindu,70.31,24749,1.06,Unemployed,8475
Maharashtra,Pune,ST,Muslim,74.23,32999,0.81,Service,7224
Uttar Pradesh,Varanasi,ST,Hindu,54.76,32240,1.0,Unemployed,10946
Uttar Pradesh,Varanasi,General,Hindu,59.92,33462,1.0,Agriculture,3489
Maharashtra,Mumbai,General,Muslim,79.39,35676,0.82,Service,1062
Maharashtra,Nagpur,OBC,Hindu,100.0,46749,0.92,Agriculture,3454
Tamil Nadu,Coimbatore,OBC,Hindu,78.69,33133,1.04,Business,9119
Uttar Pradesh,Kanpur,General,Hindu,71.59,46369,0.94,Business,2594
Maharashtra,Mumbai,General,Christian,55.53,74071,0.86,Daily Wage,14389
Bihar,Gaya,OBC,Hindu,56.4,31807,0.85,Agriculture,12489
Maharashtra,Pune,General,Hindu,69.48,55316,1.05,Daily Wage,9132
Bihar,Patna,SC,Hindu,68.15,30415,0.95,Service,13102
Rajasthan,Jaipur,General,Hindu,74.08,18633,1.01,Daily Wage,504
Maharashtra,Pune,OBC,Hindu,55.43,65605,0.91,Service,1985
Bihar,Gaya,General,Hindu,68.15,33454,0.89,Business,11847
Maharashtra,Nagpur,OBC,Hindu,92.74,49105,0.8,Service,10270
Tamil Nadu,Chennai,OBC,Hindu,85.04,52898,0.92,Business,1748
Tamil Nadu,Chennai,OBC,Hindu,73.07,34775,1.15,Service,8201
Rajasthan,Jaipur,SC,Hindu,52.04,37190,0.91,Daily Wage,14231
Tamil Nadu,Coimbatore,ST,Hindu,45.67,67874,0.83,Agriculture,13444
Rajasthan,Jaipur,SC,Muslim,62.2,10000,0.91,Unemployed,10559
Uttar Pradesh,Kanpur,OBC,Hindu,74.22,22628,1.01,Agriculture,7975
Uttar Pradesh,Varanasi,OBC,Hindu,67.31,52401,1.09,Unemployed,10776
Bihar,Gaya,ST,Hindu,54.13,36150,0.97,Service,4254
Uttar Pradesh,Kanpur,SC,Hindu,66.19,35215,0.97,Service,7984
Tamil Nadu,Madurai,OBC,Hindu,67.57,36728,1.08,Unemployed,12889
Bihar,Patna,ST,Hindu,66.46,45518,1.02,Daily Wage,3766
Rajasthan,Jaipur,OBC,Hindu,68.46,39782,0.84,Daily Wage,4057
Rajasthan,Udaipur,ST,Muslim,72.69,10000,0.94,Agriculture,3443
Tamil Nadu,Madurai,SC,Hindu,71.41,14541,0.99,Service,12098
Maharashtra,Pune,SC,Hindu,53.19,29467,1.04,Service,1629
Rajasthan,Ajmer,OBC,Muslim,71.98,10000,0.85,Daily Wage,12669
Tamil Nadu,Coimbatore,ST,Christian,69.75,41734,1.12,Agriculture,8796
Rajasthan,Udaipur,SC,Muslim,76.83,29866,1.2,Business,5170
Tamil Nadu,Chennai,OBC,Hindu,70.24,20559,0.89,Business,2962
Rajasthan,Ajmer,General,Hindu,47.43,69105,1.11,Unemployed,3985
Bihar,Bhagalpur,OBC,Hindu,59.84,31581,0.96,Daily Wage,7678
Bihar,Gaya,OBC,Hindu,60.4,10000,0.93,Unemployed,8475
Uttar Pradesh,Lucknow,SC,Hindu,56.79,29173,0.97,Unemployed,3717
Uttar Pradesh,Varanasi,General,Muslim,84.3,40453,0.97,Business,8119
Bihar,Patna,OBC,Muslim,77.27,43312,0.89,Business,11522
